14	2139
13	700
0	452
0	777
0	1406
0	1187
0	1768
0	2141
4	158
2	2417
1	458
0	2946
1	1067
45	2499
0	115
1	688
0	1874
0	1671
1	1425
24	121
0	2252
0	2609
11	2217
9	958
3	405
29	291
1	759
13	41
0	226
0	599
0	1436
0	1985
0	2358
0	2939
0	2720
3	1356
24	1629
18	1671
13	1605
0	300
0	145
1	594
0	710
0	1035
24	1005
0	1648
22	1789
18	1702
0	2469
5	347
1	1736
9	664
13	693
0	475
0	768
0	1397
0	1210
0	1775
0	2132
0	2969
5	17
9	1911
35	978
0	74
0	959
0	1508
0	1833
0	1694
4	991
0	2243
21	1613
11	1069
9	634
45	1953
13	34
13	1347
0	249
0	558
0	1427
0	2008
3	84
4	110
21	669
24	1700
2	277
1	1872
5	1709
0	2930
14	1429
29	2297
0	291
1	992
0	733
0	1026
1	30
4	672
4	253
5	137
3	1474
36	607
0	2492
40	2819
7	1530
11	101
5	1123
14	1913
13	1462
0	466
0	775
0	1356
18	1434
0	1766
0	2091
0	1201
4	1753
1	1061
2	458
13	2899
0	2960
16	135
47	2938
0	65
0	950
0	1531
4	2218
1	1110
3	387
4	966
0	1685
4	1189
0	2266
0	1824
0	2575
35	50
0	240
0	549
36	345
24	2157
0	1130
0	2889
4	418
24	246
0	2750
35	2072
13	428
13	1655
0	314
18	492
0	879
0	724
0	1614
4	687
18	953
0	2483
1	2835
9	1373
14	2092
0	798
1	477
0	1160
0	1789
1	1611
3	718
18	2292
4	1053
2	2394
45	545
9	539
0	88
0	909
2	372
0	1831
4	624
0	2412
0	2566
24	804
0	2257
29	1069
10	33
29	963
29	1432
13	1194
14	776
0	247
0	572
20	845
0	1121
1	1301
4	92
0	2006
0	2331
4	425
48	190
14	582
0	305
0	870
0	683
13	1083
0	1605
0	1040
1	2364
30	141
32	252
0	416
0	789
0	1370
0	1167
0	1780
4	805
0	2105
0	2670
0	900
1	1802
0	1854
5	2070
0	2403
0	2589
0	1481
29	1425
13	2401
11	2085
0	206
0	563
0	1144
1	240
0	1965
24	271
4	400
2	1717
4	1338
22	302
0	2322
4	2029
0	2887
9	1969
13	1076
0	264
3	2129
0	674
0	1047
0	1628
0	2433
4	234
4	1575
43	490
0	893
27	2649
0	423
0	1004
0	1361
0	1158
0	1739
5	1519
0	2096
0	2661
4	1027
28	1024
24	1367
9	1240
45	1908
34	90
0	86
0	923
0	1472
19	1778
0	1845
0	2426
5	1995
0	2223
0	2580
1	2668
0	197
0	522
0	1151
0	1956
4	757
0	2537
4	415
5	279
8	5
29	1893
4	1313
0	2910
9	1613
34	828
0	884
0	1262
2	104
0	1619
4	209
43	1353
1	1168
3	2037
46	97
11	762
0	446
0	995
0	1320
0	1181
0	1730
0	2103
1	2239
0	2684
4	2303
9	416
13	2732
13	238
0	45
0	914
0	1479
5	2072
38	2015
0	2214
0	2795
4	954
0	1804
29	1080
46	142
11	533
30	1784
35	46
0	220
0	513
29	2448
0	1979
18	2358
4	73
0	2528
0	2714
0	2901
29	1918
1	2137
0	262
0	843
0	688
0	1253
18	925
3	198
0	1578
0	2463
3	1575
7	189
9	678
9	19
13	289
0	437
1	886
0	1327
0	1172
0	1018
4	786
0	2062
0	2675
4	1265
1	1050
13	604
0	36
0	617
0	1795
18	2005
0	2237
0	2376
0	2786
13	2614
13	941
0	366
0	211
0	536
18	718
0	1101
4	763
4	48
0	2535
5	1779
0	2705
0	2860
29	1186
45	1491
13	1940
0	285
0	834
0	695
1	990
0	1276
3	207
4	199
0	1569
0	2454
4	1446
9	20
7	513
13	2840
13	143
0	396
0	1009
0	1318
0	1899
0	1744
0	2053
4	342
0	2634
1	1448
18	1981
45	404
29	378
11	2439
0	59
0	608
18	694
0	1493
0	1818
0	2228
0	2383
0	2809
1	1497
28	483
29	2764
0	357
0	170
36	537
0	1092
0	1929
18	124
0	2558
24	950
0	2851
29	742
14	2155
0	276
0	857
0	654
18	1061
0	1592
0	1267
0	2157
3	1557
7	179
45	380
0	387
0	968
40	1104
0	1341
0	1751
0	1890
4	349
0	2076
21	1113
0	2625
36	892
28	331
35	1367
13	1338
0	50
0	615
0	1452
1	1490
4	602
1	164
0	2187
3	31
0	2374
0	1809
0	2800
11	568
1	959
0	161
0	534
0	1115
0	380
0	2549
0	1920
23	177
9	1283
45	1711
29	405
0	491
0	848
0	645
0	1226
40	850
0	1599
0	2148
24	2253
0	2985
9	6
0	410
0	975
1	268
0	1332
0	1710
0	2067
4	2259
0	2648
0	1913
13	2768
11	1053
48	438
13	583
13	18
35	125
0	9
18	223
0	638
16	660
0	1443
4	926
14	846
24	2102
5	958
0	2397
0	2807
14	1566
0	371
0	184
18	110
0	749
0	1106
4	720
4	45
3	616
0	1927
1	1348
1	2546
0	2865
29	35
0	482
0	855
0	668
0	1217
0	1590
0	2171
0	2976
13	186
35	1035
0	966
0	1291
38	761
4	1014
0	2282
3	435
0	2655
13	2761
26	263
11	1497
13	2399
15	1457
13	1750
13	1889
15	150
0	0
0	629
0	1466
0	2031
0	2388
0	2201
4	466
3	2393
2	316
9	342
1	2650
5	492
13	412
0	330
0	191
0	740
0	1065
1	39
4	735
3	593
4	20
0	1950
0	2499
0	2824
24	907
11	647
4	1291
35	1187
0	505
0	814
0	659
0	1240
0	1549
0	2162
0	2983
0	104
0	1282
8	2874
0	1724
4	1021
3	783
38	334
0	2646
29	1586
0	2273
13	2189
28	336
29	787
13	633
0	7
0	588
0	1457
0	2022
4	567
0	2192
0	2347
18	666
0	2757
11	559
45	2922
18	407
0	321
0	763
0	1056
1	56
4	710
39	111
3	1069
0	1941
3	1975
1	1366
7	973
3	131
0	2831
13	656
13	859
0	496
0	805
1	819
0	1386
0	1540
4	853
26	1392
5	60
0	2121
4	1409
37	1562
8	1414
32	827
0	111
0	980
0	1305
0	1870
1	1136
1	2010
3	884
0	2605
13	2182
28	1589
0	30
0	579
1	128
0	1416
18	200
4	907
0	2045
19	660
0	2199
0	2338
0	344
0	141
0	754
0	1063
0	1644
0	2513
4	26
4	1623
4	1964
5	367
0	1377
40	846
0	1238
1	1557
0	2112
0	1563
0	2997
9	757
29	884
17	2046
12	614
0	102
0	939
0	1296
0	1861
0	1674
18	1939
0	2596
4	1909
13	2804
32	508
0	21
0	602
0	1423
0	2036
0	2361
21	2479
4	463
24	1616
30	1584
0	351
0	132
0	713
18	82
0	1086
0	1635
3	580
0	2472
4	1630
4	1504
1	10
0	2845
35	1110
45	2488
11	2280
0	462
4	2095
0	1400
0	1197
0	1554
0	2119
0	819
13	1134
9	1201
29	184
13	222
13	361
0	930
0	1303
1	1439
0	1665
0	1884
0	2294
21	1423
5	522
11	1643
11	1086
2	986
0	2619
4	295
13	612
29	2464
0	236
0	593
0	1414
38	1443
0	2352
1	146
0	2730
0	2917
45	1087
0	342
0	155
0	704
0	1077
0	1658
4	691
0	2836
13	699
0	453
0	778
0	1407
0	1188
1	1066
0	1769
0	2142
4	834
5	1628
0	2947
10	2091
13	1837
0	116
0	953
1	695
0	1875
0	1688
0	1518
4	302
24	122
0	2253
4	977
9	957
11	1079
46	282
13	40
14	1621
13	1779
13	1353
0	227
0	552
0	1437
0	1986
0	2359
4	96
1	2146
36	927
3	110
4	445
13	2050
0	2721
28	912
0	301
0	146
0	711
18	507
0	1649
24	1006
0	2470
4	1612
0	1036
27	2057
0	476
0	769
0	1398
0	1211
0	1760
3	268
0	2133
0	2970
0	75
0	944
5	2106
0	1834
0	1695
0	2244
4	984
4	1215
13	918
13	1346
0	250
0	559
0	1428
0	2009
2	274
0	2318
8	1152
0	2744
5	909
3	2775
0	2931
47	203
11	474
29	2296
0	292
0	873
0	734
0	1027
0	1608
0	2493
4	254
29	18
13	888
14	1918
11	2335
0	792
0	1357
0	1202
0	1767
0	2092
0	2961
5	724
29	856
13	1887
14	290
0	66
0	951
0	1532
0	1825
0	1686
4	2219
0	2560
29	969
0	241
18	39
0	550
0	2000
4	537
24	2158
0	2309
0	1131
5	1014
0	2751
0	2890
11	633
45	1631
11	2183
0	315
0	864
0	725
0	1050
0	1615
0	2484
18	2863
11	726
45	1211
11	2881
0	426
0	799
0	1161
0	1790
1	1610
4	372
0	2664
4	1054
4	831
46	1366
13	2326
1	2219
0	2083
0	89
1	666
0	910
0	1848
4	625
0	1523
0	2258
38	1963
0	2413
3	52
0	2567
9	619
45	1373
31	994
0	200
0	573
20	846
0	1122
3	69
4	93
0	2007
0	2332
4	1340
11	1764
0	2742
48	191
13	420
12	871
0	306
0	871
0	684
0	1041
4	1142
11	719
31	693
0	417
0	790
0	1371
0	1781
3	355
5	1968
3	1165
0	2671
10	1008
29	1972
9	437
14	2471
29	149
0	80
0	901
0	1482
1	1801
0	1855
1	326
0	2217
0	2404
43	857
0	2590
11	1107
9	620
13	76
0	207
0	564
0	1145
0	1966
0	2323
24	272
4	68
4	401
6	437
3	513
0	2701
8	1205
13	477
0	265
1	445
0	675
37	1601
0	1629
0	2434
0	440
0	1005
0	1362
0	1159
0	1740
0	2097
24	633
30	4
0	87
36	811
0	924
0	1473
18	2016
0	2208
0	2427
0	2581
7	876
0	198
0	523
0	1136
1	2857
22	253
4	408
0	2911
8	6
9	152
13	2143
0	2692
0	256
0	885
0	698
0	1263
0	1620
5	1094
4	210
0	2457
1	121
9	1399
45	1190
11	2363
0	447
0	996
0	1321
0	1182
1	892
4	788
4	353
0	2056
5	125
0	2685
45	417
11	273
0	46
0	915
0	1496
0	1805
4	2191
0	2215
3	949
21	1470
4	1178
0	2796
0	360
0	221
0	514
0	1980
4	765
3	184
0	2529
4	2012
0	2715
0	2902
14	1401
11	2844
0	263
0	844
0	689
0	1254
0	1579
0	2448
6	664
29	2030
30	696
13	288
14	971
0	438
1	885
0	1019
0	1173
1	1049
4	787
0	1312
3	342
43	1246
0	1754
0	2063
0	2676
7	1127
4	1701
0	37
37	1306
0	1503
0	1796
18	2463
0	2238
0	2787
4	1844
24	769
11	1094
13	2240
9	1773
11	359
13	119
0	367
0	212
0	1102
0	2861
4	398
4	2011
0	2706
3	1877
11	666
11	500
0	286
0	835
1	989
0	648
0	1570
18	606
0	2455
0	1277
13	2020
13	1455
0	397
0	1010
0	1319
0	1900
0	1745
0	2054
4	343
22	932
1	846
0	2635
6	1940
47	1671
29	782
13	31
0	60
0	609
0	1494
0	1819
0	2368
0	2229
4	486
2	336
24	776
1	1813
1	2678
0	2810
0	358
0	171
0	528
18	710
0	1093
4	739
4	56
36	538
3	1415
0	2559
0	2852
13	449
0	277
0	858
1	76
0	1268
0	1593
36	1325
3	650
4	207
9	727
0	969
0	1342
0	1891
0	1704
0	2626
4	1707
13	589
0	51
0	632
0	1453
0	1810
3	30
0	2188
3	936
0	2801
0	2375
17	1421
11	2169
0	381
0	162
0	535
19	309
0	1116
0	1921
0	2875
4	1660
4	39
11	482
13	815
0	492
0	849
0	646
1	69
0	1227
1	1267
0	1584
0	2149
0	2986
13	128
34	7
13	1814
0	411
0	960
0	1333
37	10
0	1711
0	2068
24	17
24	604
4	1263
0	2649
0	1914
48	439
35	124
0	10
0	639
0	2398
0	2179
4	468
45	75
47	342
13	983
33	1324
0	372
0	185
0	750
0	1107
0	1944
0	2509
0	2866
3	1086
3	1525
11	84
9	2815
0	483
0	808
0	669
0	1218
0	1591
38	453
3	760
0	2172
0	2977
11	1924
14	1171
14	370
0	967
0	1292
0	1905
0	1702
4	1015
0	2283
3	1244
0	2640
13	2760
45	1300
31	1727
31	1724
0	1
0	630
0	1467
0	2016
0	2389
3	451
4	467
24	135
3	1824
0	2202
18	672
0	2767
11	387
13	411
0	331
18	102
0	176
0	741
0	1066
0	1951
4	21
1	2506
0	2825
20	2500
9	166
35	1647
0	506
0	815
0	1241
0	1550
24	571
0	2163
9	714
13	2502
11	791
13	381
0	105
0	990
0	1283
0	1864
0	1725
4	2242
0	2647
4	1664
1	2047
4	1245
9	896
11	868
14	1029
28	2967
0	24
0	589
0	1458
18	667
0	2023
0	2348
4	474
24	1603
18	2554
0	2758
29	462
15	1651
45	2921
0	322
0	183
1	63
0	764
1	897
18	404
0	1942
3	1068
0	2523
4	711
0	2816
4	2528
13	655
0	497
0	806
21	2078
0	1232
0	1541
0	2122
3	275
4	1077
30	2329
45	351
11	780
0	96
0	981
0	1306
0	1871
1	1143
0	1716
24	102
0	2297
0	2606
4	2249
4	1679
14	800
0	31
0	580
0	1417
0	2046
24	875
1	135
0	2781
0	2920
13	2070
29	593
0	345
0	142
0	755
0	1080
0	1645
0	2514
4	27
0	2823
14	2127
0	456
0	829
0	1378
0	1239
1	1247
3	2660
4	170
4	1767
3	1657
26	91
1	2421
22	20
29	883
13	164
13	367
30	2024
0	103
0	940
0	1297
1	1096
0	2288
0	1675
3	892
0	2597
13	2803
29	1465
35	453
0	22
0	603
0	1408
0	2037
0	2362
4	115
0	2772
0	2927
24	1030
11	604
7	1223
9	1129
30	1585
0	336
2	1494
0	714
0	1087
0	1636
21	70
3	240
0	2473
5	343
6	367
4	1505
23	664
0	2846
47	625
7	2286
0	463
0	820
0	1401
0	1198
1	1232
18	994
4	145
0	2136
18	2190
2	2420
19	16
32	2662
29	183
0	126
0	931
0	1512
18	885
0	1666
0	2295
0	1885
0	2620
18	168
9	480
13	2231
32	1811
13	1156
0	237
0	594
18	59
0	1996
0	2353
4	122
0	1415
0	2731
4	1369
9	369
0	2918
29	547
0	343
0	156
0	705
0	1078
0	1659
1	1781
0	2837
9	661
13	698
34	1537
18	316
0	454
0	779
0	1392
0	1189
38	280
0	1770
0	2143
0	2948
4	1058
11	1554
16	592
0	117
0	954
21	2645
0	1876
0	1689
2	978
0	2254
4	303
0	2611
14	143
13	1352
0	228
0	553
1	234
0	1438
0	1987
0	2941
1	2145
4	1803
0	2722
9	1947
11	17
45	2328
29	2302
0	302
0	147
0	728
0	1037
0	1650
0	2471
4	240
5	345
4	1495
35	2045
0	477
0	770
0	1399
0	1212
0	1761
0	2134
3	706
1	449
0	2971
11	255
35	1866
29	137
0	76
0	945
0	1510
1	1829
0	1680
0	1835
4	2258
21	1424
11	1071
13	917
13	32
34	592
0	251
0	544
1	568
0	1429
1	1878
38	1801
4	531
24	316
0	2319
3	2466
3	1802
0	2745
0	2932
29	427
11	2050
13	1031
0	293
1	425
0	874
0	1028
0	1609
36	22
0	2494
3	1137
22	65
4	1502
0	468
0	793
0	1358
0	1203
0	1784
1	791
0	2962
4	1755
29	130
14	1088
17	887
13	1886
3	2330
0	1533
0	1826
0	1687
0	2268
0	2561
4	1191
29	968
28	395
35	52
0	242
0	551
0	1132
0	2001
4	538
24	2159
0	2310
2	234
38	926
37	1816
29	1219
24	846
0	2891
0	316
0	726
0	1051
0	1600
5	240
11	2880
0	427
0	784
0	1349
0	1162
0	1791
0	2084
0	2665
3	1159
3	1626
9	70
13	2325
11	237
16	299
13	1676
0	911
0	1524
0	1849
0	2414
24	667
0	2584
22	2031
9	284
29	268
11	378
0	201
1	253
0	1123
0	574
20	847
3	68
4	94
4	513
0	1960
0	2333
21	856
9	1531
0	2882
13	419
0	307
0	888
0	685
0	1042
0	1607
0	2444
14	1187
0	791
0	1372
0	1153
0	1782
0	2107
4	380
3	1164
3	1603
0	2656
29	1971
9	514
13	2883
5	709
0	81
0	902
0	1483
37	1721
0	1840
3	499
0	2405
39	1521
0	2591
18	848
45	116
35	34
0	192
0	565
0	1146
0	1967
24	273
4	402
0	2702
4	1316
3	1889
0	2905
0	266
0	895
0	676
0	1257
0	1630
0	2435
4	212
3	657
1	2880
9	698
13	301
0	441
0	1006
0	1363
0	1176
18	1563
0	1741
4	379
24	47
0	2098
5	2375
3	363
21	904
0	2663
21	477
13	2940
13	1726
14	873
0	40
0	925
0	1474
37	253
3	37
0	2209
0	2428
0	2582
0	1847
13	2562
18	17
0	524
1	207
0	1958
0	199
0	1137
4	409
24	205
4	1315
0	2539
0	2693
48	174
29	68
0	2896
13	778
29	2267
0	257
0	886
1	120
0	1248
19	828
0	2458
4	2154
4	1576
4	1125
4	1458
0	699
5	2954
0	432
0	997
0	1322
36	716
0	1183
0	2057
4	354
0	2686
38	2074
18	2728
24	577
3	807
33	312
35	1017
0	47
0	916
1	343
0	1497
0	1806
1	1818
4	497
0	2232
5	1196
0	2419
9	970
29	609
0	2797
4	932
0	361
0	222
1	541
0	1981
0	2530
0	2903
3	965
0	2716
38	2867
0	280
0	845
0	690
0	1255
0	1580
0	2449
1	113
4	1465
13	2845
48	52
11	184
12	1910
0	439
0	1313
0	1174
1	1048
0	1755
0	2048
4	1702
0	2677
10	112
29	820
9	565
0	38
0	1488
0	1797
3	19
0	2239
3	957
4	1845
4	1154
0	2378
0	2788
2	342
9	1113
45	1344
0	352
0	213
1	931
0	1103
1	1399
0	1972
0	2553
4	399
23	189
0	2707
9	137
5	1868
46	6
11	503
30	273
17	441
0	287
0	836
0	649
0	1278
0	1571
4	884
0	2152
1	1597
4	1440
15	1250
0	1011
0	1336
0	1901
0	1746
0	2055
0	2636
13	2780
45	967
13	2354
13	30
48	2286
0	61
0	610
0	1495
0	1820
0	2369
22	788
1	161
4	1852
3	1740
29	1757
9	1557
34	299
13	1594
0	359
18	122
0	529
4	2317
0	1931
0	2544
21	714
0	1094
0	2853
4	1304
24	365
11	492
13	448
0	278
0	859
0	640
0	1269
0	1594
4	883
3	653
4	2570
1	67
45	1733
13	134
30	892
0	389
0	970
0	1343
18	339
0	1705
0	1892
0	2078
0	2627
4	351
13	588
29	2973
0	52
0	633
0	1454
0	1811
0	2392
24	709
0	2189
4	580
24	1060
0	2802
11	961
11	2741
13	1278
0	382
0	163
0	744
0	1117
40	1392
8	1999
24	959
0	2876
9	846
28	619
11	485
29	403
11	2818
46	2642
18	315
0	493
0	850
0	1228
0	647
0	2150
4	183
43	449
5	666
3	2003
0	1585
13	2515
0	2987
11	175
13	1066
0	412
0	961
0	1334
4	2269
0	1696
0	2069
0	1915
7	827
9	2377
35	127
0	11
0	624
0	1445
0	2026
